id,user_id,leave_type,start_date,end_date,days_requested,reason,status,created_at
320,50,annual,2025-06-06,2025-06-06,1,Synthetic data for demo,rejected,2025-05-31
321,73,unpaid,2025-06-06,2025-06-07,2,Synthetic data for demo,pending,2025-05-22
322,37,annual,2025-06-07,2025-06-11,5,Synthetic data for demo,approved,2025-06-06
323,111,personal,2025-06-07,2025-06-10,4,Synthetic data for demo,approved,2025-05-28
324,7,vacation,2025-06-07,2025-06-11,5,Synthetic data for demo,approved,2025-05-21
325,44,vacation,2025-06-08,2025-06-11,4,Synthetic data for demo,pending,2025-06-03
326,90,annual,2025-06-08,2025-06-09,2,Synthetic data for demo,approved,2025-06-03
327,4,annual,2025-06-09,2025-06-11,3,Synthetic data for demo,approved,2025-05-26
328,45,personal,2025-06-09,2025-06-12,4,Synthetic data for demo,approved,2025-06-06
329,54,personal,2025-06-09,2025-06-10,2,Synthetic data for demo,pending,2025-06-05
330,32,annual,2025-06-10,2025-06-14,5,Synthetic data for demo,pending,2025-05-25
331,40,sick,2025-06-10,2025-06-11,2,Synthetic data for demo,approved,2025-06-05
332,23,sick,2025-06-10,2025-06-10,1,Synthetic data for demo,pending,2025-06-08
333,9,personal,2025-06-12,2025-06-16,5,Synthetic data for demo,approved,2025-05-29
334,85,vacation,2025-06-12,2025-06-13,2,Synthetic data for demo,approved,2025-06-04
335,96,vacation,2025-06-12,2025-06-14,3,Synthetic data for demo,approved,2025-06-09
336,96,vacation,2025-06-12,2025-06-16,5,Synthetic data for demo,approved,2025-05-30
337,103,sick,2025-06-12,2025-06-16,5,Synthetic data for demo,approved,2025-05-28
338,69,vacation,2025-06-13,2025-06-14,2,Synthetic data for demo,approved,2025-06-02
339,54,personal,2025-06-13,2025-06-16,4,Synthetic data for demo,approved,2025-06-06
340,84,emergency,2025-06-13,2025-06-15,3,Synthetic data for demo,approved,2025-05-31
341,91,vacation,2025-06-13,2025-06-15,3,Synthetic data for demo,approved,2025-05-25
342,27,vacation,2025-06-13,2025-06-17,5,Synthetic data for demo,approved,2025-05-29
343,10,annual,2025-06-14,2025-06-17,4,Synthetic data for demo,approved,2025-05-26
344,64,personal,2025-06-14,2025-06-18,5,Synthetic data for demo,approved,2025-05-30
345,50,vacation,2025-06-14,2025-06-16,3,Synthetic data for demo,pending,2025-06-07
346,60,vacation,2025-06-14,2025-06-18,5,Synthetic data for demo,approved,2025-05-26
347,18,sick,2025-06-15,2025-06-15,1,Synthetic data for demo,approved,2025-06-08
348,26,sick,2025-06-16,2025-06-18,3,Synthetic data for demo,pending,2025-05-28
349,21,personal,2025-06-16,2025-06-16,1,Synthetic data for demo,approved,2025-06-09
350,37,emergency,2025-06-16,2025-06-18,3,Synthetic data for demo,approved,2025-06-11
351,109,vacation,2025-06-17,2025-06-18,2,Synthetic data for demo,approved,2025-06-12
352,77,unpaid,2025-06-17,2025-06-19,3,Synthetic data for demo,pending,2025-06-14
353,64,personal,2025-06-17,2025-06-20,4,Synthetic data for demo,pending,2025-05-31
354,39,personal,2025-06-17,2025-06-18,2,Synthetic data for demo,rejected,2025-06-12
355,37,vacation,2025-06-18,2025-06-21,4,Synthetic data for demo,approved,2025-06-07
356,21,personal,2025-06-18,2025-06-20,3,Synthetic data for demo,approved,2025-06-05
357,90,vacation,2025-06-18,2025-06-20,3,Synthetic data for demo,approved,2025-06-11
358,52,annual,2025-06-18,2025-06-18,1,Synthetic data for demo,approved,2025-06-16
359,28,emergency,2025-06-18,2025-06-22,5,Synthetic data for demo,approved,2025-06-07
360,31,vacation,2025-06-19,2025-06-22,4,Synthetic data for demo,approved,2025-06-18
361,3,sick,2025-06-20,2025-06-24,5,Synthetic data for demo,approved,2025-06-15
362,54,vacation,2025-06-20,2025-06-21,2,Synthetic data for demo,rejected,2025-06-18
363,66,annual,2025-06-21,2025-06-21,1,Synthetic data for demo,approved,2025-06-08
364,19,emergency,2025-06-22,2025-06-22,1,Synthetic data for demo,pending,2025-06-10
365,44,vacation,2025-06-23,2025-06-26,4,Synthetic data for demo,approved,2025-06-22
366,58,sick,2025-06-23,2025-06-26,4,Synthetic data for demo,approved,2025-06-12
367,78,personal,2025-06-23,2025-06-26,4,Synthetic data for demo,rejected,2025-06-08
368,27,sick,2025-06-23,2025-06-26,4,Synthetic data for demo,approved,2025-06-11
369,73,vacation,2025-06-24,2025-06-26,3,Synthetic data for demo,approved,2025-06-15
370,53,annual,2025-06-25,2025-06-26,2,Synthetic data for demo,approved,2025-06-19
371,111,annual,2025-06-25,2025-06-27,3,Synthetic data for demo,rejected,2025-06-24
372,9,personal,2025-06-26,2025-06-30,5,Synthetic data for demo,approved,2025-06-16
373,51,personal,2025-06-26,2025-06-28,3,Synthetic data for demo,rejected,2025-06-23
374,86,emergency,2025-06-26,2025-06-26,1,Synthetic data for demo,rejected,2025-06-16
375,57,personal,2025-06-26,2025-06-28,3,Synthetic data for demo,pending,2025-06-20
376,27,vacation,2025-06-27,2025-06-29,3,Synthetic data for demo,rejected,2025-06-09
377,12,annual,2025-06-27,2025-06-28,2,Synthetic data for demo,approved,2025-06-23
378,103,vacation,2025-06-27,2025-06-29,3,Synthetic data for demo,pending,2025-06-15
379,55,emergency,2025-06-28,2025-06-28,1,Synthetic data for demo,approved,2025-06-22
380,9,vacation,2025-06-28,2025-07-01,4,Synthetic data for demo,approved,2025-06-13
381,62,annual,2025-06-28,2025-06-29,2,Synthetic data for demo,approved,2025-06-21
382,102,annual,2025-06-29,2025-07-02,4,Synthetic data for demo,approved,2025-06-19
383,33,emergency,2025-06-29,2025-06-29,1,Synthetic data for demo,approved,2025-06-18
384,35,sick,2025-06-29,2025-06-30,2,Synthetic data for demo,approved,2025-06-20
385,74,vacation,2025-06-30,2025-07-01,2,Synthetic data for demo,approved,2025-06-17
386,50,vacation,2025-06-30,2025-06-30,1,Synthetic data for demo,approved,2025-06-23
387,48,annual,2025-06-30,2025-06-30,1,Synthetic data for demo,approved,2025-06-22
388,25,sick,2025-06-30,2025-07-02,3,Synthetic data for demo,approved,2025-06-15
389,42,annual,2025-07-01,2025-07-05,5,Synthetic data for demo,approved,2025-06-13
390,93,personal,2025-07-02,2025-07-05,4,Synthetic data for demo,pending,2025-06-13
391,118,sick,2025-07-02,2025-07-03,2,Synthetic data for demo,approved,2025-06-23
392,12,sick,2025-07-03,2025-07-07,5,Synthetic data for demo,approved,2025-07-01
393,3,sick,2025-07-04,2025-07-04,1,Synthetic data for demo,pending,2025-06-15
394,32,personal,2025-07-04,2025-07-04,1,Synthetic data for demo,approved,2025-07-02
395,2,personal,2025-07-04,2025-07-08,5,Synthetic data for demo,pending,2025-06-15
396,32,personal,2025-07-04,2025-07-07,4,Synthetic data for demo,approved,2025-06-17
397,16,annual,2025-07-04,2025-07-05,2,Synthetic data for demo,approved,2025-06-27
398,64,sick,2025-07-05,2025-07-07,3,Synthetic data for demo,approved,2025-06-27
399,86,sick,2025-07-05,2025-07-08,4,Synthetic data for demo,approved,2025-06-27
400,32,emergency,2025-07-06,2025-07-08,3,Synthetic data for demo,approved,2025-06-27
401,109,vacation,2025-07-07,2025-07-10,4,Synthetic data for demo,approved,2025-07-06
402,67,vacation,2025-07-07,2025-07-07,1,Synthetic data for demo,rejected,2025-06-30
403,16,annual,2025-07-07,2025-07-11,5,Synthetic data for demo,approved,2025-06-19
404,14,personal,2025-07-08,2025-07-10,3,Synthetic data for demo,approved,2025-06-29
405,74,sick,2025-07-08,2025-07-08,1,Synthetic data for demo,approved,2025-06-20
406,32,sick,2025-07-08,2025-07-08,1,Synthetic data for demo,approved,2025-07-01
407,33,sick,2025-07-08,2025-07-09,2,Synthetic data for demo,approved,2025-07-02
408,42,sick,2025-07-09,2025-07-10,2,Synthetic data for demo,approved,2025-07-04
409,25,emergency,2025-07-09,2025-07-11,3,Synthetic data for demo,pending,2025-06-20
410,4,annual,2025-07-10,2025-07-13,4,Synthetic data for demo,rejected,2025-06-30
411,108,vacation,2025-07-10,2025-07-10,1,Synthetic data for demo,rejected,2025-06-25
412,120,annual,2025-07-11,2025-07-11,1,Synthetic data for demo,approved,2025-07-09
413,17,annual,2025-07-11,2025-07-11,1,Synthetic data for demo,rejected,2025-06-25
414,73,annual,2025-07-11,2025-07-12,2,Synthetic data for demo,approved,2025-07-09
415,118,sick,2025-07-11,2025-07-13,3,Synthetic data for demo,approved,2025-07-02
416,32,annual,2025-07-12,2025-07-16,5,Synthetic data for demo,approved,2025-07-03
417,89,vacation,2025-07-12,2025-07-14,3,Synthetic data for demo,approved,2025-07-04
418,61,sick,2025-07-12,2025-07-15,4,Synthetic data for demo,approved,2025-07-05
419,81,annual,2025-07-13,2025-07-17,5,Synthetic data for demo,pending,2025-07-02
420,101,sick,2025-07-13,2025-07-17,5,Synthetic data for demo,approved,2025-07-02
421,112,sick,2025-07-14,2025-07-15,2,Synthetic data for demo,rejected,2025-07-03
422,32,personal,2025-07-14,2025-07-14,1,Synthetic data for demo,rejected,2025-07-13
423,9,personal,2025-07-14,2025-07-15,2,Synthetic data for demo,approved,2025-07-09
424,15,emergency,2025-07-16,2025-07-18,3,Synthetic data for demo,approved,2025-07-07
425,19,sick,2025-07-16,2025-07-19,4,Synthetic data for demo,approved,2025-06-27
426,38,vacation,2025-07-16,2025-07-20,5,Synthetic data for demo,pending,2025-06-28
427,82,vacation,2025-07-18,2025-07-20,3,Synthetic data for demo,approved,2025-07-07
428,108,vacation,2025-07-18,2025-07-20,3,Synthetic data for demo,approved,2025-07-04
429,71,personal,2025-07-18,2025-07-18,1,Synthetic data for demo,approved,2025-07-06
430,79,sick,2025-07-18,2025-07-21,4,Synthetic data for demo,rejected,2025-06-29
431,103,vacation,2025-07-19,2025-07-20,2,Synthetic data for demo,approved,2025-07-10
432,80,sick,2025-07-21,2025-07-22,2,Synthetic data for demo,approved,2025-07-15
433,76,vacation,2025-07-21,2025-07-22,2,Synthetic data for demo,approved,2025-07-14
434,15,annual,2025-07-22,2025-07-26,5,Synthetic data for demo,approved,2025-07-08
435,52,emergency,2025-07-22,2025-07-24,3,Synthetic data for demo,approved,2025-07-03
436,3,personal,2025-07-22,2025-07-22,1,Synthetic data for demo,approved,2025-07-08
437,91,personal,2025-07-22,2025-07-22,1,Synthetic data for demo,pending,2025-07-08
438,12,sick,2025-07-23,2025-07-25,3,Synthetic data for demo,pending,2025-07-08
439,78,vacation,2025-07-23,2025-07-23,1,Synthetic data for demo,approved,2025-07-19
440,85,sick,2025-07-23,2025-07-26,4,Synthetic data for demo,approved,2025-07-13
441,107,annual,2025-07-23,2025-07-23,1,Synthetic data for demo,approved,2025-07-19
442,24,emergency,2025-07-23,2025-07-27,5,Synthetic data for demo,approved,2025-07-18
443,37,emergency,2025-07-24,2025-07-27,4,Synthetic data for demo,approved,2025-07-23
444,53,vacation,2025-07-25,2025-07-28,4,Synthetic data for demo,approved,2025-07-15
445,36,annual,2025-07-25,2025-07-27,3,Synthetic data for demo,pending,2025-07-09
446,10,vacation,2025-07-25,2025-07-25,1,Synthetic data for demo,approved,2025-07-21
447,18,sick,2025-07-25,2025-07-26,2,Synthetic data for demo,rejected,2025-07-09
448,60,annual,2025-07-25,2025-07-29,5,Synthetic data for demo,approved,2025-07-24
449,4,sick,2025-07-25,2025-07-27,3,Synthetic data for demo,approved,2025-07-17
450,119,personal,2025-07-26,2025-07-28,3,Synthetic data for demo,approved,2025-07-16
451,89,emergency,2025-07-27,2025-07-29,3,Synthetic data for demo,pending,2025-07-11
452,45,personal,2025-07-27,2025-07-30,4,Synthetic data for demo,approved,2025-07-25
453,88,vacation,2025-07-28,2025-07-28,1,Synthetic data for demo,approved,2025-07-14
454,119,annual,2025-07-28,2025-08-01,5,Synthetic data for demo,approved,2025-07-22
455,3,vacation,2025-07-30,2025-07-31,2,Synthetic data for demo,approved,2025-07-14
456,4,unpaid,2025-07-30,2025-08-01,3,Synthetic data for demo,approved,2025-07-19
457,100,vacation,2025-08-01,2025-08-03,3,Synthetic data for demo,approved,2025-07-26
458,56,vacation,2025-08-01,2025-08-04,4,Synthetic data for demo,approved,2025-07-26
459,104,sick,2025-08-01,2025-08-02,2,Synthetic data for demo,pending,2025-07-27
460,73,sick,2025-08-01,2025-08-03,3,Synthetic data for demo,rejected,2025-07-18
461,12,sick,2025-08-01,2025-08-02,2,Synthetic data for demo,approved,2025-07-29
462,6,annual,2025-08-01,2025-08-01,1,Synthetic data for demo,approved,2025-07-13
463,102,emergency,2025-08-02,2025-08-04,3,Synthetic data for demo,approved,2025-07-22
464,2,sick,2025-08-03,2025-08-04,2,Synthetic data for demo,approved,2025-07-23
465,27,emergency,2025-08-03,2025-08-06,4,Synthetic data for demo,pending,2025-07-26
466,97,vacation,2025-08-03,2025-08-05,3,Synthetic data for demo,approved,2025-07-23
467,65,vacation,2025-08-04,2025-08-05,2,Synthetic data for demo,approved,2025-08-01
468,118,sick,2025-08-04,2025-08-06,3,Synthetic data for demo,pending,2025-07-20
469,15,sick,2025-08-04,2025-08-07,4,Synthetic data for demo,approved,2025-07-20
470,19,emergency,2025-08-04,2025-08-08,5,Synthetic data for demo,approved,2025-08-02
471,84,personal,2025-08-04,2025-08-05,2,Synthetic data for demo,rejected,2025-07-20
472,23,personal,2025-08-05,2025-08-09,5,Synthetic data for demo,approved,2025-07-28
473,53,emergency,2025-08-05,2025-08-06,2,Synthetic data for demo,approved,2025-07-17
474,1,personal,2025-08-05,2025-08-06,2,Synthetic data for demo,approved,2025-07-20
475,69,emergency,2025-08-07,2025-08-07,1,Synthetic data for demo,rejected,2025-07-25
476,96,personal,2025-08-07,2025-08-10,4,Synthetic data for demo,approved,2025-07-23
477,13,vacation,2025-08-07,2025-08-11,5,Synthetic data for demo,pending,2025-07-27
478,72,vacation,2025-08-08,2025-08-08,1,Synthetic data for demo,rejected,2025-07-25
479,46,personal,2025-08-08,2025-08-10,3,Synthetic data for demo,approved,2025-07-25
480,54,sick,2025-08-09,2025-08-12,4,Synthetic data for demo,approved,2025-08-06
481,20,annual,2025-08-09,2025-08-10,2,Synthetic data for demo,approved,2025-07-21
482,29,sick,2025-08-09,2025-08-10,2,Synthetic data for demo,rejected,2025-08-02
483,111,annual,2025-08-10,2025-08-13,4,Synthetic data for demo,approved,2025-08-06
484,7,annual,2025-08-10,2025-08-14,5,Synthetic data for demo,approved,2025-07-24
485,119,sick,2025-08-10,2025-08-12,3,Synthetic data for demo,rejected,2025-07-28
486,76,annual,2025-08-11,2025-08-14,4,Synthetic data for demo,rejected,2025-07-28
487,34,sick,2025-08-13,2025-08-14,2,Synthetic data for demo,approved,2025-08-11
488,39,sick,2025-08-13,2025-08-17,5,Synthetic data for demo,approved,2025-07-26
489,66,sick,2025-08-13,2025-08-14,2,Synthetic data for demo,approved,2025-08-09
490,97,personal,2025-08-13,2025-08-14,2,Synthetic data for demo,pending,2025-08-04
491,19,annual,2025-08-13,2025-08-13,1,Synthetic data for demo,rejected,2025-07-26
492,5,personal,2025-08-14,2025-08-18,5,Synthetic data for demo,rejected,2025-08-11
493,46,sick,2025-08-14,2025-08-18,5,Synthetic data for demo,approved,2025-08-04
494,1,vacation,2025-08-14,2025-08-16,3,Synthetic data for demo,approved,2025-08-11
495,64,vacation,2025-08-14,2025-08-14,1,Synthetic data for demo,approved,2025-07-26
496,66,vacation,2025-08-15,2025-08-15,1,Synthetic data for demo,pending,2025-08-02
497,40,emergency,2025-08-15,2025-08-16,2,Synthetic data for demo,approved,2025-08-10
498,32,vacation,2025-08-15,2025-08-19,5,Synthetic data for demo,approved,2025-08-14
499,58,sick,2025-08-16,2025-08-16,1,Synthetic data for demo,approved,2025-08-14
500,120,sick,2025-08-16,2025-08-19,4,Synthetic data for demo,rejected,2025-08-05
501,58,personal,2025-08-16,2025-08-20,5,Synthetic data for demo,approved,2025-08-11
502,84,annual,2025-08-16,2025-08-20,5,Synthetic data for demo,pending,2025-08-13
503,24,sick,2025-08-18,2025-08-21,4,Synthetic data for demo,approved,2025-08-09
504,25,vacation,2025-08-18,2025-08-18,1,Synthetic data for demo,approved,2025-08-01
505,93,annual,2025-08-18,2025-08-21,4,Synthetic data for demo,approved,2025-08-05
506,45,annual,2025-08-19,2025-08-21,3,Synthetic data for demo,pending,2025-08-10
507,50,emergency,2025-08-19,2025-08-21,3,Synthetic data for demo,rejected,2025-08-10
508,97,emergency,2025-08-21,2025-08-22,2,Synthetic data for demo,approved,2025-08-15
509,17,sick,2025-08-22,2025-08-24,3,Synthetic data for demo,pending,2025-08-11
510,99,annual,2025-08-22,2025-08-23,2,Synthetic data for demo,pending,2025-08-05
511,43,annual,2025-08-22,2025-08-23,2,Synthetic data for demo,approved,2025-08-19
512,51,personal,2025-08-22,2025-08-23,2,Synthetic data for demo,approved,2025-08-15
513,81,sick,2025-08-22,2025-08-23,2,Synthetic data for demo,approved,2025-08-06
514,107,sick,2025-08-23,2025-08-24,2,Synthetic data for demo,approved,2025-08-07
515,86,emergency,2025-08-23,2025-08-26,4,Synthetic data for demo,approved,2025-08-17
516,104,vacation,2025-08-23,2025-08-27,5,Synthetic data for demo,rejected,2025-08-06
517,9,annual,2025-08-24,2025-08-26,3,Synthetic data for demo,approved,2025-08-16
518,68,sick,2025-08-24,2025-08-27,4,Synthetic data for demo,rejected,2025-08-19
519,83,vacation,2025-08-24,2025-08-25,2,Synthetic data for demo,approved,2025-08-20
520,59,annual,2025-08-24,2025-08-25,2,Synthetic data for demo,approved,2025-08-06
521,89,vacation,2025-08-24,2025-08-26,3,Synthetic data for demo,approved,2025-08-13
522,54,vacation,2025-08-24,2025-08-26,3,Synthetic data for demo,approved,2025-08-15
523,97,annual,2025-08-25,2025-08-26,2,Synthetic data for demo,approved,2025-08-22
524,80,emergency,2025-08-25,2025-08-26,2,Synthetic data for demo,approved,2025-08-10
525,81,vacation,2025-08-25,2025-08-27,3,Synthetic data for demo,pending,2025-08-15
526,47,annual,2025-08-25,2025-08-26,2,Synthetic data for demo,pending,2025-08-15
527,105,sick,2025-08-25,2025-08-29,5,Synthetic data for demo,approved,2025-08-09
528,114,annual,2025-08-25,2025-08-26,2,Synthetic data for demo,approved,2025-08-12
529,64,annual,2025-08-26,2025-08-27,2,Synthetic data for demo,approved,2025-08-21
530,68,unpaid,2025-08-26,2025-08-29,4,Synthetic data for demo,approved,2025-08-20
531,30,sick,2025-08-26,2025-08-26,1,Synthetic data for demo,approved,2025-08-09
532,51,personal,2025-08-27,2025-08-29,3,Synthetic data for demo,rejected,2025-08-22
533,43,vacation,2025-08-27,2025-08-29,3,Synthetic data for demo,rejected,2025-08-23
534,20,annual,2025-08-28,2025-08-29,2,Synthetic data for demo,approved,2025-08-14
535,72,sick,2025-08-29,2025-08-31,3,Synthetic data for demo,approved,2025-08-24
536,85,personal,2025-08-29,2025-09-02,5,Synthetic data for demo,rejected,2025-08-27
537,65,annual,2025-08-29,2025-08-29,1,Synthetic data for demo,approved,2025-08-19
538,94,vacation,2025-08-30,2025-09-03,5,Synthetic data for demo,approved,2025-08-29
539,69,annual,2025-08-31,2025-09-04,5,Synthetic data for demo,pending,2025-08-21
540,84,emergency,2025-08-31,2025-09-02,3,Synthetic data for demo,approved,2025-08-21
541,38,sick,2025-09-01,2025-09-03,3,Synthetic data for demo,approved,2025-08-14
542,11,annual,2025-09-01,2025-09-04,4,Synthetic data for demo,pending,2025-08-26
543,20,annual,2025-09-01,2025-09-02,2,Synthetic data for demo,approved,2025-08-15
544,13,sick,2025-09-02,2025-09-03,2,Synthetic data for demo,approved,2025-08-18
545,13,personal,2025-09-02,2025-09-03,2,Synthetic data for demo,approved,2025-08-26
546,92,emergency,2025-09-02,2025-09-05,4,Synthetic data for demo,approved,2025-08-22
547,113,emergency,2025-09-03,2025-09-04,2,Synthetic data for demo,rejected,2025-08-15
548,10,personal,2025-09-03,2025-09-05,3,Synthetic data for demo,approved,2025-08-23
549,82,personal,2025-09-04,2025-09-07,4,Synthetic data for demo,approved,2025-09-01
550,77,emergency,2025-09-04,2025-09-05,2,Synthetic data for demo,approved,2025-08-17
551,20,sick,2025-09-04,2025-09-05,2,Synthetic data for demo,approved,2025-08-18
552,4,personal,2025-09-05,2025-09-07,3,Synthetic data for demo,approved,2025-08-30
553,81,sick,2025-09-06,2025-09-09,4,Synthetic data for demo,pending,2025-08-18
554,118,emergency,2025-09-06,2025-09-06,1,Synthetic data for demo,approved,2025-08-28
555,104,vacation,2025-09-07,2025-09-09,3,Synthetic data for demo,rejected,2025-08-23
556,83,personal,2025-09-07,2025-09-11,5,Synthetic data for demo,approved,2025-08-25
557,95,vacation,2025-09-08,2025-09-10,3,Synthetic data for demo,approved,2025-08-30
558,92,personal,2025-09-08,2025-09-09,2,Synthetic data for demo,approved,2025-08-27
559,8,vacation,2025-09-09,2025-09-10,2,Synthetic data for demo,approved,2025-08-24
560,65,annual,2025-09-09,2025-09-12,4,Synthetic data for demo,approved,2025-08-21
561,52,vacation,2025-09-10,2025-09-12,3,Synthetic data for demo,approved,2025-09-08
562,101,vacation,2025-09-10,2025-09-10,1,Synthetic data for demo,approved,2025-09-04
563,112,sick,2025-09-10,2025-09-13,4,Synthetic data for demo,approved,2025-08-29
564,27,vacation,2025-09-12,2025-09-12,1,Synthetic data for demo,approved,2025-09-04
565,65,sick,2025-09-12,2025-09-12,1,Synthetic data for demo,approved,2025-09-06
566,66,vacation,2025-09-12,2025-09-14,3,Synthetic data for demo,approved,2025-09-01
567,85,sick,2025-09-14,2025-09-14,1,Synthetic data for demo,pending,2025-09-03
568,48,sick,2025-09-15,2025-09-19,5,Synthetic data for demo,approved,2025-09-04
569,51,vacation,2025-09-15,2025-09-17,3,Synthetic data for demo,approved,2025-08-28
570,52,vacation,2025-09-15,2025-09-19,5,Synthetic data for demo,approved,2025-09-09
571,117,sick,2025-09-15,2025-09-17,3,Synthetic data for demo,approved,2025-08-28
572,63,emergency,2025-09-16,2025-09-18,3,Synthetic data for demo,approved,2025-09-09
573,19,emergency,2025-09-17,2025-09-20,4,Synthetic data for demo,approved,2025-08-29
574,105,emergency,2025-09-17,2025-09-17,1,Synthetic data for demo,approved,2025-09-13
575,71,personal,2025-09-18,2025-09-20,3,Synthetic data for demo,approved,2025-09-14
576,87,emergency,2025-09-18,2025-09-22,5,Synthetic data for demo,approved,2025-09-03
577,39,sick,2025-09-18,2025-09-22,5,Synthetic data for demo,approved,2025-09-13
578,35,vacation,2025-09-19,2025-09-19,1,Synthetic data for demo,rejected,2025-09-12
579,3,annual,2025-09-19,2025-09-23,5,Synthetic data for demo,approved,2025-09-17
580,94,sick,2025-09-19,2025-09-21,3,Synthetic data for demo,approved,2025-09-01
581,24,sick,2025-09-19,2025-09-20,2,Synthetic data for demo,approved,2025-09-12
582,30,annual,2025-09-19,2025-09-19,1,Synthetic data for demo,pending,2025-09-03
583,41,vacation,2025-09-21,2025-09-22,2,Synthetic data for demo,approved,2025-09-02
584,22,vacation,2025-09-21,2025-09-21,1,Synthetic data for demo,approved,2025-09-08
585,106,personal,2025-09-22,2025-09-26,5,Synthetic data for demo,approved,2025-09-16
586,87,sick,2025-09-22,2025-09-25,4,Synthetic data for demo,approved,2025-09-12
587,8,personal,2025-09-22,2025-09-26,5,Synthetic data for demo,approved,2025-09-18
588,73,annual,2025-09-22,2025-09-25,4,Synthetic data for demo,approved,2025-09-04
589,66,personal,2025-09-22,2025-09-22,1,Synthetic data for demo,approved,2025-09-13
590,16,unpaid,2025-09-22,2025-09-23,2,Synthetic data for demo,approved,2025-09-10
591,100,personal,2025-09-22,2025-09-24,3,Synthetic data for demo,rejected,2025-09-17
592,40,emergency,2025-09-24,2025-09-24,1,Synthetic data for demo,approved,2025-09-17
593,107,annual,2025-09-24,2025-09-26,3,Synthetic data for demo,approved,2025-09-10
594,70,vacation,2025-09-25,2025-09-26,2,Synthetic data for demo,approved,2025-09-18
595,90,vacation,2025-09-25,2025-09-25,1,Synthetic data for demo,approved,2025-09-14
596,104,personal,2025-09-26,2025-09-29,4,Synthetic data for demo,rejected,2025-09-18
597,46,vacation,2025-09-26,2025-09-26,1,Synthetic data for demo,approved,2025-09-23
598,119,emergency,2025-09-26,2025-09-29,4,Synthetic data for demo,approved,2025-09-14
599,108,annual,2025-09-27,2025-09-28,2,Synthetic data for demo,rejected,2025-09-18
600,54,annual,2025-09-28,2025-09-30,3,Synthetic data for demo,approved,2025-09-26
601,4,personal,2025-09-28,2025-10-01,4,Synthetic data for demo,approved,2025-09-19
602,75,sick,2025-09-28,2025-10-02,5,Synthetic data for demo,approved,2025-09-23
603,28,vacation,2025-09-28,2025-09-30,3,Synthetic data for demo,approved,2025-09-24
604,106,vacation,2025-09-28,2025-09-28,1,Synthetic data for demo,approved,2025-09-19
605,54,sick,2025-09-29,2025-10-01,3,Synthetic data for demo,rejected,2025-09-10
606,65,annual,2025-09-29,2025-10-02,4,Synthetic data for demo,pending,2025-09-16
607,41,vacation,2025-09-30,2025-10-01,2,Synthetic data for demo,approved,2025-09-27
608,37,annual,2025-09-30,2025-10-03,4,Synthetic data for demo,approved,2025-09-12
609,25,sick,2025-10-01,2025-10-02,2,Synthetic data for demo,approved,2025-09-29
610,75,sick,2025-10-01,2025-10-02,2,Synthetic data for demo,pending,2025-09-26
611,24,annual,2025-10-01,2025-10-04,4,Synthetic data for demo,approved,2025-09-16
612,8,vacation,2025-10-01,2025-10-04,4,Synthetic data for demo,approved,2025-09-22
613,23,annual,2025-10-01,2025-10-02,2,Synthetic data for demo,approved,2025-09-25
614,46,personal,2025-10-01,2025-10-04,4,Synthetic data for demo,approved,2025-09-21
615,76,sick,2025-10-01,2025-10-04,4,Synthetic data for demo,approved,2025-09-18
616,111,vacation,2025-10-02,2025-10-03,2,Synthetic data for demo,approved,2025-09-30
617,31,emergency,2025-10-03,2025-10-03,1,Synthetic data for demo,pending,2025-09-30
618,52,annual,2025-10-03,2025-10-05,3,Synthetic data for demo,approved,2025-10-01
619,9,vacation,2025-10-04,2025-10-07,4,Synthetic data for demo,approved,2025-09-22
620,21,unpaid,2025-10-04,2025-10-04,1,Synthetic data for demo,rejected,2025-10-02
621,49,emergency,2025-10-04,2025-10-07,4,Synthetic data for demo,rejected,2025-10-01
622,104,personal,2025-10-05,2025-10-06,2,Synthetic data for demo,approved,2025-09-28
623,9,sick,2025-10-06,2025-10-09,4,Synthetic data for demo,approved,2025-09-18
624,94,unpaid,2025-10-06,2025-10-10,5,Synthetic data for demo,approved,2025-10-04
625,86,sick,2025-10-07,2025-10-09,3,Synthetic data for demo,approved,2025-10-05
626,36,emergency,2025-10-07,2025-10-11,5,Synthetic data for demo,rejected,2025-09-26
627,119,annual,2025-10-08,2025-10-11,4,Synthetic data for demo,approved,2025-10-01
628,98,sick,2025-10-09,2025-10-11,3,Synthetic data for demo,approved,2025-09-20
629,10,emergency,2025-10-09,2025-10-09,1,Synthetic data for demo,approved,2025-09-22
630,4,personal,2025-10-10,2025-10-12,3,Synthetic data for demo,approved,2025-09-26
631,92,personal,2025-10-10,2025-10-11,2,Synthetic data for demo,approved,2025-09-29
632,19,annual,2025-10-10,2025-10-12,3,Synthetic data for demo,pending,2025-09-25
633,29,sick,2025-10-11,2025-10-11,1,Synthetic data for demo,approved,2025-09-29
634,43,emergency,2025-10-11,2025-10-15,5,Synthetic data for demo,approved,2025-09-25
635,81,emergency,2025-10-11,2025-10-11,1,Synthetic data for demo,approved,2025-09-29
636,2,vacation,2025-10-11,2025-10-11,1,Synthetic data for demo,approved,2025-10-04
637,95,emergency,2025-10-12,2025-10-16,5,Synthetic data for demo,approved,2025-10-06
638,78,vacation,2025-10-12,2025-10-12,1,Synthetic data for demo,approved,2025-10-03
639,16,sick,2025-10-12,2025-10-14,3,Synthetic data for demo,approved,2025-10-11
